Verb,VerbNet Class,Semantic Domain,Situation,WN_Count,WN_Status,WN_Synset_01,WN_Gloss_01,WN_Synset_02,WN_Gloss_02,WN_Synset_03,WN_Gloss_03,WN_Synset_04,WN_Gloss_04,WN_Synset_05,WN_Gloss_05,WN_Synset_06,WN_Gloss_06,WN_Synset_07,WN_Gloss_07,WN_Synset_08,WN_Gloss_08,WN_Synset_09,WN_Gloss_09,WN_Synset_10,WN_Gloss_10
hiss,manner_speaking-37.3,Communication,Statement,1,Match,hiss.v.03,express or utter with a hiss,,,,,,,,,,,,,,,,,,
hiss,sound_emission-43.2,Creation,Emission,2,Match,hiss.v.01,"make a sharp hissing sound, as if to show disapproval",hiss.v.02,move with a whooshing sound,,,,,,,,,,,,,,,,
hit,bump-18.4,Force,Basic Force,1,Match,hit.v.02,hit against; come into sudden contact with,,,,,,,,,,,,,,,,,,
hit,hit-18.1,Force,Basic Force,4,Match,hit.v.02,hit against; come into sudden contact with,shoot.v.01,hit with a missile from a weapon,hit.v.03,"deal a blow to, either with the hand or with an instrument",hit.v.16,hit the intended target or goal,,,,,,,,,,,,
hit,reach-51.8,Motion,Basic Motion,2,Match,reach.v.01,"reach a destination, either real or abstract",reach.v.02,"reach a point in time, or a certain state or level",,,,,,,,,,,,,,,,
hit,throw-17.1,Motion,Throw,1,Match,hit.v.01,cause to move by striking,,,,,,,,,,,,,,,,,,
hitchhike,run-51.3.2,Motion,Basic Motion,1,Match,hitchhike.v.01,travel by getting free rides from motorists,,,,,,,,,,,,,,,,,,
hobble,run-51.3.2,Motion,Basic Motion,1,Match,limp.v.01,walk impeded by some physical limitation or injury,,,,,,,,,,,,,,,,,,
hock,give-13.1,Possession,Transfer of Possession,1,Match,pawn.v.01,leave as a guarantee in return for money,,,,,,,,,,,,,,,,,,
hock,give-13.1,Possession,Buy and Sell,1,Match,pawn.v.01,leave as a guarantee in return for money,,,,,,,,,,,,,,,,,,
hoe,funnel-9.3,Incremental,Basic Incremental,1,Match,hoe.v.01,dig with a hoe,,,,,,,,,,,,,,,,,,
hoist,carry-11.4,Motion,Carry,2,Match,hoist.v.01,raise or haul up with or as if with mechanical help,hoist.v.02,move from one place to another by lifting,,,,,,,,,,,,,,,,
hoist,put_direction-9.4,Incremental,Causative Incremental,3,Match,hoist.v.01,raise or haul up with or as if with mechanical help,hoist.v.02,move from one place to another by lifting,hoist.v.03,raise,,,,,,,,,,,,,,
hoist,put_direction-9.4,Incremental,Pick Up and Drop Off,3,Match,hoist.v.01,raise or haul up with or as if with mechanical help,hoist.v.02,move from one place to another by lifting,hoist.v.03,raise,,,,,,,,,,,,,,
hold,conjecture-29.5,Cognition,Judge,2,Match,declare.v.04,declare to be,deem.v.01,keep in mind or convey as a conviction or view,,,,,,,,,,,,,,,,
hold,contain-15.4,Force,Constrain,3,Match,hold.v.11,contain or hold; have within,accommodate.v.04,have room for; hold without crowding,contain.v.05,be capable of holding or containing,,,,,,,,,,,,,,
hold,fit-54.3,Quantification,Capacity,2,Match,accommodate.v.04,have room for; hold without crowding,contain.v.05,be capable of holding or containing,,,,,,,,,,,,,,,,
holler,manner_speaking-37.3,Communication,Statement,2,Match,holler.v.01,shout out,gripe.v.01,complain,,,,,,,,,,,,,,,,
hollow,clear-10.3,Incremental,Basic Incremental,1,Match,hollow.v.02,remove the interior of,,,,,,,,,,,,,,,,,,
honk,animal_sounds-38,Creation,Emission,1,Match,honk.v.03,cry like a goose,,,,,,,,,,,,,,,,,,
honk,sound_emission-43.2,Creation,Emission,3,Match,honk.v.03,cry like a goose,honk.v.01,make a loud noise,honk.v.02,use the horn of a car,,,,,,,,,,,,,,
honor,judgment-33.1,Affiliation,Attack,2,Match,respect.v.02,show respect towards,honor.v.01,bestow honor or rewards upon,,,,,,,,,,,,,,,,
honor,judgment-33.1,Cognition,Judge,2,Match,respect.v.02,show respect towards,honor.v.01,bestow honor or rewards upon,,,,,,,,,,,,,,,,
hoodwink,trick-59.2,Affiliation,Inducive,1,Match,juggle.v.01,influence by slyness,,,,,,,,,,,,,,,,,,
hook,steal-10.5,Possession,Transfer of Possession,2,Match,pilfer.v.01,make off with belongings of others,hook.v.05,take by theft,,,,,,,,,,,,,,,,
hook,tape-22.4,Incremental,Basic Incremental,1,Match,hook.v.01,fasten with a hook,,,,,,,,,,,,,,,,,,
hoot,animal_sounds-38,Creation,Emission,1,Match,hoot.v.01,to utter a loud clamorous shout,,,,,,,,,,,,,,,,,,
hoot,manner_speaking-37.3,Communication,Statement,1,Match,hoot.v.01,to utter a loud clamorous shout,,,,,,,,,,,,,,,,,,
hoot,sound_emission-43.2,Creation,Emission,1,Match,hoot.v.01,to utter a loud clamorous shout,,,,,,,,,,,,,,,,,,
hoover,wipe_instr-10.4.2,Incremental,Causative Incremental,1,Match,vacuum.v.01,clean with a vacuum cleaner,,,,,,,,,,,,,,,,,,
hop,run-51.3.2,Motion,Basic Motion,4,Match,hop.v.02,move quickly from one place to another,hop.v.01,jump lightly,hop.v.06,make a jump forward or upward,hop.v.05,jump across,,,,,,,,,,,,
hop,swarm-47.5.1,Existence,Existence,1,Match,hop.v.02,move quickly from one place to another,,,,,,,,,,,,,,,,,,
hope,long-32.2,Volition,Intend,1,Match,hope.v.01,expect and wish,,,,,,,,,,,,,,,,,,
horrify,amuse-31.1,Affect,Affect,1,Match,dismay.v.02,fill with apprehension or alarm; cause to be unpleasantly surprised,,,,,,,,,,,,,,,,,,
horsewhip,spank-18.3,Force,Basic Force,1,Match,horsewhip.v.01,whip with a whip intended for horses,,,,,,,,,,,,,,,,,,
hose,wipe_instr-10.4.2,Incremental,Causative Incremental,1,Match,hose.v.01,water with a hose,,,,,,,,,,,,,,,,,,
host,captain-29.8,Affiliation,Role,1,Match,host.v.01,be the host of or for,,,,,,,,,,,,,,,,,,
hound,compel-59.1,Affiliation,Inducive,1,Match,hound.v.01,pursue or chase relentlessly,,,,,,,,,,,,,,,,,,
house,fit-54.3,Quantification,Capacity,1,Match,house.v.02,provide housing for,,,,,,,,,,,,,,,,,,
house,pocket-9.10,Incremental,Basic Incremental,1,Match,house.v.02,provide housing for,,,,,,,,,,,,,,,,,,
hover,modes_of_being_with_motion-47.3,Existence,Existence,2,Match,hover.v.03,hang in the air; fly or be suspended above,levitate.v.02,"be suspended in the air, as if in defiance of gravity",,,,,,,,,,,,,,,,
howl,animal_sounds-38,Creation,Emission,1,Match,howl.v.02,"cry loudly, as of animals",,,,,,,,,,,,,,,,,,
howl,manner_speaking-37.3,Communication,Statement,1,Match,howl.v.01,emit long loud cries,,,,,,,,,,,,,,,,,,
howl,nonverbal_expression-40.2,Existence,Existence,2,Match,roar.v.06,laugh unrestrainedly and heartily,howl.v.01,emit long loud cries,,,,,,,,,,,,,,,,
howl,sound_emission-43.2,Creation,Emission,3,Match,roar.v.01,"make a loud noise, as of wind, water, or vehicles",howl.v.02,"cry loudly, as of animals",howl.v.01,emit long loud cries,,,,,,,,,,,,,,
howl,weather-57,Existence,Existence,1,Match,roar.v.01,"make a loud noise, as of wind, water, or vehicles",,,,,,,,,,,,,,,,,,
huddle,herd-47.5.2,Incremental,Basic Incremental,1,Match,huddle.v.01,crowd or draw together,,,,,,,,,,,,,,,,,,
huff,eat-39.1,Transformation,Ingestion,1,Match,huff.v.01,inhale recreational drugs,,,,,,,,,,,,,,,,,,
hug,contiguous_location-47.8,Location,Location,1,Match,hug.v.02,fit closely or tightly,,,,,,,,,,,,,,,,,,
hug,marry-36.2,Affiliation,Reciprocal,1,Match,embrace.v.02,"squeeze (someone) tightly in your arms, usually with fondness",,,,,,,,,,,,,,,,,,
hull,pit-10.7,Incremental,Causative Incremental,1,Match,hull.v.01,remove the hulls from,,,,,,,,,,,,,,,,,,
hum,performance-26.7,Creation,Causative Creation,1,Match,hum.v.01,sing with closed lips,,,,,,,,,,,,,,,,,,
hum,sound_emission-43.2,Creation,Emission,2,Match,hum.v.04,make a low continuous sound,hum.v.03,sound with a monotonous hum,,,,,,,,,,,,,,,,
humble,amuse-31.1,Affect,Affect,2,Match,humble.v.01,cause to be unpretentious,humiliate.v.01,cause to feel shame; hurt the pride of,,,,,,,,,,,,,,,,
humidify,remedy-45.7,Transformation,Causative Change of State,1,Match,humidify.v.01,make (more) humid,,,,,,,,,,,,,,,,,,
humiliate,amuse-31.1,Affect,Affect,1,Match,humiliate.v.01,cause to feel shame; hurt the pride of,,,,,,,,,,,,,,,,,,
hunch,crane-40.3.2,Existence,Existence,1,Match,hunch.v.01,round one's back by bending forward and drawing the shoulders forward,,,,,,,,,,,,,,,,,,
hunger,long-32.2,Volition,Intend,1,Match,crave.v.01,"have a craving, appetite, or great desire for",,,,,,,,,,,,,,,,,,
hunger,marvel-31.3,Affect,Affect,1,Match,crave.v.01,"have a craving, appetite, or great desire for",,,,,,,,,,,,,,,,,,
hunt,hunt-35.1,Volition,Search,4,Match,hound.v.01,pursue or chase relentlessly,hunt.v.01,pursue for food or sport (as of wild animals),hunt.v.06,"seek, search for",hunt.v.07,search (an area) for prey,,,,,,,,,,,,
hurl,throw-17.1,Motion,Throw,1,Match,hurl.v.01,throw forcefully,,,,,,,,,,,,,,,,,,
hurry,run-51.3.2,Motion,Basic Motion,1,Match,travel_rapidly.v.01,move very fast,,,,,,,,,,,,,,,,,,
hurt,amuse-31.1,Affect,Affect,1,Match,hurt.v.04,cause damage or affect negatively,,,,,,,,,,,,,,,,,,
hurt,hurt-40.8.3,Transformation,Hurt,1,Match,hurt.v.02,give trouble or pain to,,,,,,,,,,,,,,,,,,
hurt,marvel-31.3,Affect,Affect,1,Match,suffer.v.06,feel pain or be in pain,,,,,,,,,,,,,,,,,,
hurtle,run-51.3.2,Motion,Basic Motion,3,Match,hurl.v.01,throw forcefully,lunge.v.01,make a thrusting forward movement,hurtle.v.01,move with or as if with a rushing sound,,,,,,,,,,,,,,
hush,other_cos-45.4,Transformation,Basic Change of State,3,Match,hush.v.01,become quiet or still; fall silent,quieten.v.01,become quiet or quieter,hush.v.02,cause to be quiet or not talk,,,,,,,,,,,,,,
husk,pit-10.7,Incremental,Causative Incremental,1,Match,husk.v.01,remove the husks from,,,,,,,,,,,,,,,,,,
hustle,bully-59.5,Affiliation,Attack,1,Match,hustle.v.05,pressure or urge someone into an action,,,,,,,,,,,,,,,,,,
hybridize,other_cos-45.4,Transformation,Basic Change of State,1,Match,crossbreed.v.01,breed animals or plants using parents of different races and varieties,,,,,,,,,,,,,,,,,,
hydrate,other_cos-45.4,Transformation,Basic Change of State,3,Match,hydrate.v.03,cause to be hydrated; add water or moisture to,hydrate.v.01,supply water or liquid to in order to maintain a healthy balance,hydrate.v.02,become hydrated and combine with water,,,,,,,,,,,,,,
hyperbolize,overstate-37.12,Communication,Statement,1,Match,overstate.v.01,to enlarge beyond bounds or the truth,,,,,,,,,,,,,,,,,,
hyperextend,bend-45.2,Transformation,Basic Change of State,1,Match,hyperextend.v.01,extend a joint beyond its normal range,,,,,,,,,,,,,,,,,,
hyperventilate,bulge-47.5.3,Existence,Existence,2,Match,hyperventilate.v.01,produce hyperventilation in,hyperventilate.v.02,breathe excessively hard and fast,,,,,,,,,,,,,,,,
ice,butter-9.9,Incremental,Causative Incremental,1,Match,frost.v.01,decorate with frosting,,,,,,,,,,,,,,,,,,
ice,illustrate-25.3,Incremental,Basic Incremental,1,Match,frost.v.01,decorate with frosting,,,,,,,,,,,,,,,,,,
ice,remedy-45.7,Transformation,Causative Change of State,2,Match,ice.v.02,cause to become ice or icy,ice.v.03,put ice on or put on ice,,,,,,,,,,,,,,,,
identify,characterize-29.2,Communication,Statement,2,Match,identify.v.01,recognize as being; establish the identity of someone or something,identify.v.06,consider to be equal or the same,,,,,,,,,,,,,,,,
idolize,admire-31.2,Attend,Attend,1,Match,idolize.v.01,love unquestioningly and uncritically or to excess; venerate as an idol,,,,,,,,,,,,,,,,,,
ignite,other_cos-45.4,Transformation,Basic Change of State,2,Match,erupt.v.03,start to burn or burst into flames,ignite.v.01,cause to start burning; subject to fire or great heat,,,,,,,,,,,,,,,,
illuminate,illustrate-25.3,Incremental,Basic Incremental,1,Match,illuminate.v.03,add embellishments and paintings to (medieval manuscripts),,,,,,,,,,,,,,,,,,
illustrate,illustrate-25.3,Incremental,Basic Incremental,1,Match,illustrate.v.03,supply with illustrations,,,,,,,,,,,,,,,,,,
illustrate,transfer_mesg-37.1.1,Communication,Communicate,1,Match,exemplify.v.02,clarify by giving an example of,,,,,,,,,,,,,,,,,,
imagine,characterize-29.2,Communication,Statement,1,Match,imagine.v.01,form a mental image of something that is not present or that is not the case,,,,,,,,,,,,,,,,,,
imagine,wish-62,Volition,Search,1,Match,think.v.02,"expect, believe, or suppose",,,,,,,,,,,,,,,,,,
imbibe,devour-39.4,Transformation,Ingestion,1,Match,drink.v.01,take in liquids,,,,,,,,,,,,,,,,,,
immerse,put-9.1,Incremental,Causative Incremental,1,Match,immerse.v.01,thrust or throw into,,,,,,,,,,,,,,,,,,
immolate,murder-42.1,Transformation,Causative Change of State,1,Match,immolate.v.01,offer as a sacrifice by killing or by giving up to destruction,,,,,,,,,,,,,,,,,,
impale,poke-19,Force,Basic Force,1,Match,transfix.v.02,pierce with a sharp stake or point,,,,,,,,,,,,,,,,,,
impel,compel-59.1,Affiliation,Inducive,1,Match,impel.v.01,urge or force (a person) to an action; constrain or motivate,,,,,,,,,,,,,,,,,,
implant,put-9.1,Incremental,Causative Incremental,3,Match,implant.v.01,fix or set securely or deeply,plant.v.06,put firmly in the mind,implant.v.02,become attached to and embedded in the uterus,,,,,,,,,,,,,,
implore,urge-58.1,Communication,Request,1,Match,beg.v.01,call upon in supplication; entreat,,,,,,,,,,,,,,,,,,
imply,indicate-78,Association,Require and Satisfy,3,Match,incriminate.v.01,suggest that someone is guilty,imply.v.02,suggest as a logically necessary consequence; in logic,imply.v.01,express or state indirectly,,,,,,,,,,,,,,
import,send-11.1,Motion,Send,1,Match,import.v.01,bring in from abroad,,,,,,,,,,,,,,,,,,
importune,beg-58.2,Communication,Request,1,Match,importune.v.01,beg persistently and urgently,,,,,,,,,,,,,,,,,,
impound,concealment-16,Incremental,Concealment,1,Match,impound.v.02,place or shut up in a pound,,,,,,,,,,,,,,,,,,
impress,amuse-31.1,Affect,Affect,3,Match,affect.v.05,have an emotional or cognitive impact upon,impress.v.03,produce or try to produce a vivid impression of,impress.v.02,impress positively,,,,,,,,,,,,,,
imprint,image_impression-25.1,Creation,Image Creation,1,Match,impress.v.04,mark or stamp with or as if with pressure,,,,,,,,,,,,,,,,,,
imprison,pocket-9.10,Incremental,Basic Incremental,1,Match,imprison.v.01,"lock up or confine, in or as in a jail",,,,,,,,,,,,,,,,,,
improve,other_cos-45.4,Transformation,Basic Change of State,2,Match,better.v.02,to make better,better.v.03,get better,,,,,,,,,,,,,,,,
improvise,create-26.4,Creation,Causative Creation,1,Match,improvise.v.01,perform without preparation,,,,,,,,,,,,,,,,,,
incandesce,light_emission-43.1,Creation,Emission,2,Match,incandesce.v.01,cause to become incandescent or glow,incandesce.v.02,become incandescent or glow with heat,,,,,,,,,,,,,,,,
incense,amuse-31.1,Affect,Affect,1,Match,infuriate.v.01,make furious,,,,,,,,,,,,,,,,,,
inch,run-51.3.2,Motion,Basic Motion,1,Match,edge.v.01,"advance slowly, as if by inches",,,,,,,,,,,,,,,,,,
incise,image_impression-25.1,Creation,Image Creation,1,Match,incise.v.01,make an incision into by carving or cutting,,,,,,,,,,,,,,,,,,
incite,engender-27.1,Causation,Cause and Effect,1,Match,incite.v.02,provoke or stir up,,,,,,,,,,,,,,,,,,
incite,stimulate-59.4,Affiliation,Inducive,1,Match,motivate.v.01,give an incentive for action,,,,,,,,,,,,,,,,,,
indicate,indicate-78,Association,Require and Satisfy,1,Match,indicate.v.02,"indicate a place, direction, person, or thing; either spatially or figuratively",,,,,,,,,,,,,,,,,,
induce,compel-59.1,Affiliation,Inducive,1,Match,induce.v.02,cause to do; cause to act in a specified manner,,,,,,,,,,,,,,,,,,
indurate,other_cos-45.4,Transformation,Basic Change of State,2,Match,harden.v.01,become hard or harder,harden.v.02,make hard or harder,,,,,,,,,,,,,,,,
infer,conjecture-29.5,Cognition,Judge,2,Match,deduce.v.01,reason by deduction; establish by deduction,deduce.v.02,conclude by reasoning; in logic,,,,,,,,,,,,,,,,
infer,deduce-97.2,Association,Base and Deduce,1,Match,deduce.v.01,reason by deduction; establish by deduction,,,,,,,,,,,,,,,,,,
inflate,bend-45.2,Transformation,Basic Change of State,2,Match,balloon.v.02,become inflated,inflate.v.02,fill with gas or air,,,,,,,,,,,,,,,,
infuriate,amuse-31.1,Affect,Affect,1,Match,infuriate.v.01,make furious,,,,,,,,,,,,,,,,,,
ingest,absorb-39.8,Transformation,Absorb,1,Match,consume.v.02,"serve oneself to, or consume regularly",,,,,,,,,,,,,,,,,,
ingest,devour-39.4,Transformation,Ingestion,1,Match,consume.v.02,"serve oneself to, or consume regularly",,,,,,,,,,,,,,,,,,
ingrain,image_impression-25.1,Creation,Image Creation,1,Match,ingrain.v.01,thoroughly work in,,,,,,,,,,,,,,,,,,
inherit,obtain-13.5.2,Possession,Dynamic Possession,1,Match,inherit.v.01,obtain from someone after their death,,,,,,,,,,,,,,,,,,
initial,illustrate-25.3,Incremental,Basic Incremental,1,Match,initial.v.01,mark with one's initials,,,,,,,,,,,,,,,,,,
inject,eat-39.1,Transformation,Ingestion,1,Match,inject.v.04,take by injection,,,,,,,,,,,,,,,,,,
ink,butter-9.9,Incremental,Causative Incremental,1,Match,ink.v.03,fill with ink,,,,,,,,,,,,,,,,,,
ink,scribble-25.2,Creation,Image Creation,1,Match,ink.v.01,append one's signature to,,,,,,,,,,,,,,,,,,
inquire,inquire-37.1.2,Communication,Communicate,2,Match,ask.v.01,inquire about,wonder.v.01,have a wish or desire to know something,,,,,,,,,,,,,,,,
inscribe,image_impression-25.1,Creation,Image Creation,2,Match,inscribe.v.04,"write, engrave, or print as a lasting record",scratch.v.07,"carve, cut, or etch into a material or surface",,,,,,,,,,,,,,,,
insert,put-9.1,Incremental,Causative Incremental,1,Match,insert.v.01,put or introduce into something,,,,,,,,,,,,,,,,,,
inspect,assessment-34.1,Cognition,Judge,3,Match,visit.v.04,come to see in an official or professional capacity,inspect.v.01,look over carefully,audit.v.01,examine carefully for accuracy with the intent of verification,,,,,,,,,,,,,,
inspect,investigate-35.4,Volition,Search,2,Match,visit.v.04,come to see in an official or professional capacity,inspect.v.01,look over carefully,,,,,,,,,,,,,,,,
inspire,amuse-31.1,Affect,Affect,1,Match,prompt.v.02,serve as the inciting cause of,,,,,,,,,,,,,,,,,,
inspire,engender-27.1,Causation,Cause and Effect,2,Match,inspire.v.02,supply the inspiration for,inspire.v.01,heighten or intensify,,,,,,,,,,,,,,,,
inspissate,remedy-45.7,Transformation,Causative Change of State,3,Match,thicken.v.01,make thick or thicker,thicken.v.02,become thick or thicker,thicken.v.03,make viscous or dense,,,,,,,,,,,,,,
install,appoint-29.1,Affiliation,Cause Role,1,Match,install.v.02,put into an office or a position,,,,,,,,,,,,,,,,,,
install,put-9.1,Incremental,Causative Incremental,1,Match,install.v.01,set up for use,,,,,,,,,,,,,,,,,,
instigate,engender-27.1,Causation,Cause and Effect,1,Match,incite.v.02,provoke or stir up,,,,,,,,,,,,,,,,,,
instruct,advise-37.9,Communication,Communicate,1,Match,instruct.v.02,give instructions or directions for some task,,,,,,,,,,,,,,,,,,
insulate,butter-9.9,Incremental,Causative Incremental,1,Match,insulate.v.01,"protect from heat, cold, or noise by surrounding with insulating material",,,,,,,,,,,,,,,,,,
insult,amuse-31.1,Affect,Affect,1,Match,diss.v.01,"treat, mention, or speak to rudely",,,,,,,,,,,,,,,,,,
insult,judgment-33.1,Affiliation,Attack,1,Match,diss.v.01,"treat, mention, or speak to rudely",,,,,,,,,,,,,,,,,,
insult,judgment-33.1,Cognition,Judge,1,Match,diss.v.01,"treat, mention, or speak to rudely",,,,,,,,,,,,,,,,,,
insure,defend-72.3,Communication,Response,1,Match,cover.v.14,protect by insurance,,,,,,,,,,,,,,,,,,
insure,defend-72.3,Affiliation,Defend,1,Match,cover.v.14,protect by insurance,,,,,,,,,,,,,,,,,,
insure,ensure-99,Affiliation,Defend,1,Match,guarantee.v.02,make certain of,,,,,,,,,,,,,,,,,,
intend,intend-61.2,Volition,Learn,1,Match,intend.v.01,have in mind as a purpose,,,,,,,,,,,,,,,,,,
intend,wish-62,Volition,Search,1,Match,intend.v.01,have in mind as a purpose,,,,,,,,,,,,,,,,,,
